"CultureName","Name","FormatString"
"gn-PY","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gn-PY","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gn-PY","YearMonthPattern","yyyy MMMM"
"gsw","FullDateTimePattern","dddd, d. MMMM yyyy HH:mm:ss"
"gsw","LongDatePattern","dddd, d. MMMM yyyy"
"gsw","LongTimePattern","HH:mm:ss"
"gsw","MonthDayPattern","d. MMMM"
"gsw","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"gsw","ShortDatePattern","dd.MM.yyyy"
"gsw","ShortTimePattern","HH:mm"
"gsw","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gsw","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gsw","YearMonthPattern","MMMM yyyy"
"gsw-CH","FullDateTimePattern","dddd, d. MMMM yyyy HH:mm:ss"
"gsw-CH","LongDatePattern","dddd, d. MMMM yyyy"
"gsw-CH","LongTimePattern","HH:mm:ss"
"gsw-CH","MonthDayPattern","d. MMMM"
"gsw-CH","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"gsw-CH","ShortDatePattern","dd.MM.yyyy"
"gsw-CH","ShortTimePattern","HH:mm"
"gsw-CH","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gsw-CH","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gsw-CH","YearMonthPattern","MMMM yyyy"
"gsw-FR","FullDateTimePattern","dddd, d. MMMM yyyy HH:mm:ss"
"gsw-FR","LongDatePattern","dddd, d. MMMM yyyy"
"gsw-FR","LongTimePattern","HH:mm:ss"
"gsw-FR","MonthDayPattern","d. MMMM"
"gsw-FR","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"gsw-FR","ShortDatePattern","dd.MM.yyyy"
"gsw-FR","ShortTimePattern","HH:mm"
"gsw-FR","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gsw-FR","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gsw-FR","YearMonthPattern","MMMM yyyy"
"gsw-LI","FullDateTimePattern","dddd, d. MMMM yyyy HH:mm:ss"
"gsw-LI","LongDatePattern","dddd, d. MMMM yyyy"
"gsw-LI","LongTimePattern","HH:mm:ss"
"gsw-LI","MonthDayPattern","d. MMMM"
"gsw-LI","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"gsw-LI","ShortDatePattern","dd.MM.yyyy"
"gsw-LI","ShortTimePattern","HH:mm"
"gsw-LI","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gsw-LI","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gsw-LI","YearMonthPattern","MMMM yyyy"
"gu","FullDateTimePattern","dddd, d MMMM, yyyy hh:mm:ss tt"
"gu","LongDatePattern","dddd, d MMMM, yyyy"
"gu","LongTimePattern","hh:mm:ss tt"
"gu","MonthDayPattern","d MMMM"
"gu","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"gu","ShortDatePattern","d/M/yyyy"
"gu","ShortTimePattern","hh:mm tt"
"gu","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gu","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gu","YearMonthPattern","MMMM yyyy"
"gu-IN","FullDateTimePattern","dddd, d MMMM, yyyy hh:mm:ss tt"
"gu-IN","LongDatePattern","dddd, d MMMM, yyyy"
"gu-IN","LongTimePattern","hh:mm:ss tt"
"gu-IN","MonthDayPattern","d MMMM"
"gu-IN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"gu-IN","ShortDatePattern","d/M/yyyy"
"gu-IN","ShortTimePattern","hh:mm tt"
"gu-IN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gu-IN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gu-IN","YearMonthPattern","MMMM yyyy"
"guz","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"guz","LongDatePattern","dddd, d MMMM yyyy"
"guz","LongTimePattern","HH:mm:ss"
"guz","MonthDayPattern","MMMM d"
"guz","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"guz","ShortDatePattern","dd/MM/yyyy"
"guz","ShortTimePattern","HH:mm"
"guz","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"guz","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"guz","YearMonthPattern","MMMM yyyy"
"guz-KE","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"guz-KE","LongDatePattern","dddd, d MMMM yyyy"
"guz-KE","LongTimePattern","HH:mm:ss"
"guz-KE","MonthDayPattern","MMMM d"
"guz-KE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"guz-KE","ShortDatePattern","dd/MM/yyyy"
"guz-KE","ShortTimePattern","HH:mm"
"guz-KE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"guz-KE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"guz-KE","YearMonthPattern","MMMM yyyy"
"gv","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"gv","LongDatePattern","yyyy MMMM d, dddd"
"gv","LongTimePattern","HH:mm:ss"
"gv","MonthDayPattern","MMMM d"
"gv","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"gv","ShortDatePattern","yyyy-MM-dd"
"gv","ShortTimePattern","HH:mm"
"gv","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gv","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gv","YearMonthPattern","yyyy MMMM"
"gv-IM","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"gv-IM","LongDatePattern","yyyy MMMM d, dddd"
"gv-IM","LongTimePattern","HH:mm:ss"
"gv-IM","MonthDayPattern","MMMM d"
"gv-IM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"gv-IM","ShortDatePattern","yyyy-MM-dd"
"gv-IM","ShortTimePattern","HH:mm"
"gv-IM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"gv-IM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"gv-IM","YearMonthPattern","yyyy MMMM"
"ha","FullDateTimePattern","dddd d MMMM, yyyy HH:mm:ss"
"ha","LongDatePattern","dddd d MMMM, yyyy"
"ha","LongTimePattern","HH:mm:ss"
"ha","MonthDayPattern","MMMM d"
"ha","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ha","ShortDatePattern","d/M/yyyy"
"ha","ShortTimePattern","HH:mm"
"ha","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ha","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ha","YearMonthPattern","MMMM yyyy"
"ha-GH","FullDateTimePattern","dddd d MMMM, yyyy h:mm:ss tt"
"ha-GH","LongDatePattern","dddd d MMMM, yyyy"
"ha-GH","LongTimePattern","h:mm:ss tt"
"ha-GH","MonthDayPattern","MMMM d"
"ha-GH","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ha-GH","ShortDatePattern","d/M/yyyy"
"ha-GH","ShortTimePattern","h:mm tt"
"ha-GH","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ha-GH","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ha-GH","YearMonthPattern","MMMM yyyy"
"ha-NE","FullDateTimePattern","dddd d MMMM, yyyy HH:mm:ss"
"ha-NE","LongDatePattern","dddd d MMMM, yyyy"
"ha-NE","LongTimePattern","HH:mm:ss"
"ha-NE","MonthDayPattern","MMMM d"
"ha-NE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ha-NE","ShortDatePattern","d/M/yyyy"
"ha-NE","ShortTimePattern","HH:mm"
"ha-NE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ha-NE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ha-NE","YearMonthPattern","MMMM yyyy"
"ha-NG","FullDateTimePattern","dddd d MMMM, yyyy HH:mm:ss"
"ha-NG","LongDatePattern","dddd d MMMM, yyyy"
"ha-NG","LongTimePattern","HH:mm:ss"
"ha-NG","MonthDayPattern","MMMM d"
"ha-NG","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ha-NG","ShortDatePattern","d/M/yyyy"
"ha-NG","ShortTimePattern","HH:mm"
"ha-NG","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ha-NG","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ha-NG","YearMonthPattern","MMMM yyyy"
"haw","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"haw","LongDatePattern","dddd, d MMMM yyyy"
"haw","LongTimePattern","h:mm:ss tt"
"haw","MonthDayPattern","MMMM d"
"haw","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"haw","ShortDatePattern","d/M/yyyy"
"haw","ShortTimePattern","h:mm tt"
"haw","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"haw","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"haw","YearMonthPattern","yyyy MMMM"
"haw-US","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"haw-US","LongDatePattern","dddd, d MMMM yyyy"
"haw-US","LongTimePattern","h:mm:ss tt"
"haw-US","MonthDayPattern","MMMM d"
"haw-US","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"haw-US","ShortDatePattern","d/M/yyyy"
"haw-US","ShortTimePattern","h:mm tt"
"haw-US","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"haw-US","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"haw-US","YearMonthPattern","yyyy MMMM"
"he","FullDateTimePattern","dddd, d בMMMM yyyy H:mm:ss"
"he","LongDatePattern","dddd, d בMMMM yyyy"
"he","LongTimePattern","H:mm:ss"
"he","MonthDayPattern","d בMMMM"
"he","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"he","ShortDatePattern","d.M.yyyy"
"he","ShortTimePattern","H:mm"
"he","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"he","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"he","YearMonthPattern","MMMM yyyy"
"he-IL","FullDateTimePattern","dddd, d בMMMM yyyy H:mm:ss"
"he-IL","LongDatePattern","dddd, d בMMMM yyyy"
"he-IL","LongTimePattern","H:mm:ss"
"he-IL","MonthDayPattern","d בMMMM"
"he-IL","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"he-IL","ShortDatePattern","d.M.yyyy"
"he-IL","ShortTimePattern","H:mm"
"he-IL","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"he-IL","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"he-IL","YearMonthPattern","MMMM yyyy"
"hi","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"hi","LongDatePattern","dddd, d MMMM yyyy"
"hi","LongTimePattern","h:mm:ss tt"
"hi","MonthDayPattern","d MMMM"
"hi","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hi","ShortDatePattern","d/M/yyyy"
"hi","ShortTimePattern","h:mm tt"
"hi","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hi","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hi","YearMonthPattern","MMMM yyyy"
"hi-IN","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"hi-IN","LongDatePattern","dddd, d MMMM yyyy"
"hi-IN","LongTimePattern","h:mm:ss tt"
"hi-IN","MonthDayPattern","d MMMM"
"hi-IN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hi-IN","ShortDatePattern","d/M/yyyy"
"hi-IN","ShortTimePattern","h:mm tt"
"hi-IN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hi-IN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hi-IN","YearMonthPattern","MMMM yyyy"
"hr","FullDateTimePattern","dddd, d. MMMM yyyy. HH:mm:ss"
"hr","LongDatePattern","dddd, d. MMMM yyyy."
"hr","LongTimePattern","HH:mm:ss"
"hr","MonthDayPattern","d. MMMM"
"hr","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hr","ShortDatePattern","dd. MM. yyyy."
"hr","ShortTimePattern","HH:mm"
"hr","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hr","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hr","YearMonthPattern","MMMM yyyy."
"hr-BA","FullDateTimePattern","dddd, d. MMMM yyyy. HH:mm:ss"
"hr-BA","LongDatePattern","dddd, d. MMMM yyyy."
"hr-BA","LongTimePattern","HH:mm:ss"
"hr-BA","MonthDayPattern","d. MMMM"
"hr-BA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hr-BA","ShortDatePattern","d. M. yyyy."
"hr-BA","ShortTimePattern","HH:mm"
"hr-BA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hr-BA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hr-BA","YearMonthPattern","MMMM yyyy."
"hr-HR","FullDateTimePattern","dddd, d. MMMM yyyy. HH:mm:ss"
"hr-HR","LongDatePattern","dddd, d. MMMM yyyy."
"hr-HR","LongTimePattern","HH:mm:ss"
"hr-HR","MonthDayPattern","d. MMMM"
"hr-HR","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hr-HR","ShortDatePattern","dd. MM. yyyy."
"hr-HR","ShortTimePattern","HH:mm"
"hr-HR","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hr-HR","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hr-HR","YearMonthPattern","MMMM yyyy."
"hsb","FullDateTimePattern","dddd, d. MMMM yyyy H:mm:ss"
"hsb","LongDatePattern","dddd, d. MMMM yyyy"
"hsb","LongTimePattern","H:mm:ss"
"hsb","MonthDayPattern","MMMM d"
"hsb","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hsb","ShortDatePattern","d.M.yyyy"
"hsb","ShortTimePattern","H:mm 'hodź'."
"hsb","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hsb","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hsb","YearMonthPattern","yyyy MMMM"
"hsb-DE","FullDateTimePattern","dddd, d. MMMM yyyy H:mm:ss"
"hsb-DE","LongDatePattern","dddd, d. MMMM yyyy"
"hsb-DE","LongTimePattern","H:mm:ss"
"hsb-DE","MonthDayPattern","MMMM d"
"hsb-DE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hsb-DE","ShortDatePattern","d.M.yyyy"
"hsb-DE","ShortTimePattern","H:mm 'hodź'."
"hsb-DE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hsb-DE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hsb-DE","YearMonthPattern","yyyy MMMM"
"hu","FullDateTimePattern","yyyy. MMMM d., dddd H:mm:ss"
"hu","LongDatePattern","yyyy. MMMM d., dddd"
"hu","LongTimePattern","H:mm:ss"
"hu","MonthDayPattern","MMMM d."
"hu","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hu","ShortDatePattern","yyyy. MM. dd."
"hu","ShortTimePattern","H:mm"
"hu","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hu","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hu","YearMonthPattern","yyyy. MMMM"
"hu-HU","FullDateTimePattern","yyyy. MMMM d., dddd H:mm:ss"
"hu-HU","LongDatePattern","yyyy. MMMM d., dddd"
"hu-HU","LongTimePattern","H:mm:ss"
"hu-HU","MonthDayPattern","MMMM d."
"hu-HU","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hu-HU","ShortDatePattern","yyyy. MM. dd."
"hu-HU","ShortTimePattern","H:mm"
"hu-HU","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hu-HU","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hu-HU","YearMonthPattern","yyyy. MMMM"
"hy","FullDateTimePattern","yyyy թ. MMMM d, dddd HH:mm:ss"
"hy","LongDatePattern","yyyy թ. MMMM d, dddd"
"hy","LongTimePattern","HH:mm:ss"
"hy","MonthDayPattern","MMMM d"
"hy","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hy","ShortDatePattern","dd.MM.yyyy"
"hy","ShortTimePattern","HH:mm"
"hy","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hy","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hy","YearMonthPattern","yyyy թ․ MMMM"
"hy-AM","FullDateTimePattern","yyyy թ. MMMM d, dddd HH:mm:ss"
"hy-AM","LongDatePattern","yyyy թ. MMMM d, dddd"
"hy-AM","LongTimePattern","HH:mm:ss"
"hy-AM","MonthDayPattern","MMMM d"
"hy-AM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"hy-AM","ShortDatePattern","dd.MM.yyyy"
"hy-AM","ShortTimePattern","HH:mm"
"hy-AM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"hy-AM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"hy-AM","YearMonthPattern","yyyy թ․ MMMM"
"ia","FullDateTimePattern","dddd 'le' d 'de' MMMM yyyy HH:mm:ss"
"ia","LongDatePattern","dddd 'le' d 'de' MMMM yyyy"
"ia","LongTimePattern","HH:mm:ss"
"ia","MonthDayPattern","d 'de' MMMM"
"ia","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ia","ShortDatePattern","dd-MM-yyyy"
"ia","ShortTimePattern","HH:mm"
"ia","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ia","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ia","YearMonthPattern","MMMM yyyy"
"ia-001","FullDateTimePattern","dddd 'le' d 'de' MMMM yyyy HH:mm:ss"
"ia-001","LongDatePattern","dddd 'le' d 'de' MMMM yyyy"
"ia-001","LongTimePattern","HH:mm:ss"
"ia-001","MonthDayPattern","d 'de' MMMM"
"ia-001","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ia-001","ShortDatePattern","dd-MM-yyyy"
"ia-001","ShortTimePattern","HH:mm"
"ia-001","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ia-001","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ia-001","YearMonthPattern","MMMM yyyy"
"id","FullDateTimePattern","dddd, dd MMMM yyyy HH.mm.ss"
"id","LongDatePattern","dddd, dd MMMM yyyy"
"id","LongTimePattern","HH.mm.ss"
"id","MonthDayPattern","d MMMM"
"id","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"id","ShortDatePattern","dd/MM/yyyy"
"id","ShortTimePattern","HH.mm"
"id","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"id","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"id","YearMonthPattern","MMMM yyyy"
"id-ID","FullDateTimePattern","dddd, dd MMMM yyyy HH.mm.ss"
"id-ID","LongDatePattern","dddd, dd MMMM yyyy"
"id-ID","LongTimePattern","HH.mm.ss"
"id-ID","MonthDayPattern","d MMMM"
"id-ID","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"id-ID","ShortDatePattern","dd/MM/yyyy"
"id-ID","ShortTimePattern","HH.mm"
"id-ID","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"id-ID","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"id-ID","YearMonthPattern","MMMM yyyy"
"ig","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"ig","LongDatePattern","dddd, d MMMM yyyy"
"ig","LongTimePattern","HH:mm:ss"
"ig","MonthDayPattern","d MMMM"
"ig","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ig","ShortDatePattern","d/M/yyyy"
"ig","ShortTimePattern","HH:mm"
"ig","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ig","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ig","YearMonthPattern","MMMM yyyy"
"ig-NG","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"ig-NG","LongDatePattern","dddd, d MMMM yyyy"
"ig-NG","LongTimePattern","HH:mm:ss"
"ig-NG","MonthDayPattern","d MMMM"
"ig-NG","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ig-NG","ShortDatePattern","d/M/yyyy"
"ig-NG","ShortTimePattern","HH:mm"
"ig-NG","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ig-NG","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ig-NG","YearMonthPattern","MMMM yyyy"
"ii","FullDateTimePattern","yyyy MMMM d, dddd h:mm:ss tt"
"ii","LongDatePattern","yyyy MMMM d, dddd"
"ii","LongTimePattern","h:mm:ss tt"
"ii","MonthDayPattern","MMMM d"
"ii","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ii","ShortDatePattern","yyyy-MM-dd"
"ii","ShortTimePattern","h:mm tt"
"ii","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ii","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ii","YearMonthPattern","yyyy MMMM"
"ii-CN","FullDateTimePattern","yyyy MMMM d, dddd h:mm:ss tt"
"ii-CN","LongDatePattern","yyyy MMMM d, dddd"
"ii-CN","LongTimePattern","h:mm:ss tt"
"ii-CN","MonthDayPattern","MMMM d"
"ii-CN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ii-CN","ShortDatePattern","yyyy-MM-dd"
"ii-CN","ShortTimePattern","h:mm tt"
"ii-CN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ii-CN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ii-CN","YearMonthPattern","yyyy MMMM"
"is","FullDateTimePattern","dddd, d. MMMM yyyy HH:mm:ss"
"is","LongDatePattern","dddd, d. MMMM yyyy"
"is","LongTimePattern","HH:mm:ss"
"is","MonthDayPattern","d. MMMM"
"is","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"is","ShortDatePattern","d.M.yyyy"
"is","ShortTimePattern","HH:mm"
"is","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"is","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"is","YearMonthPattern","MMMM yyyy"
"is-IS","FullDateTimePattern","dddd, d. MMMM yyyy HH:mm:ss"
"is-IS","LongDatePattern","dddd, d. MMMM yyyy"
"is-IS","LongTimePattern","HH:mm:ss"
"is-IS","MonthDayPattern","d. MMMM"
"is-IS","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"is-IS","ShortDatePattern","d.M.yyyy"
"is-IS","ShortTimePattern","HH:mm"
"is-IS","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"is-IS","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"is-IS","YearMonthPattern","MMMM yyyy"
"it","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"it","LongDatePattern","dddd d MMMM yyyy"
"it","LongTimePattern","HH:mm:ss"
"it","MonthDayPattern","d MMMM"
"it","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"it","ShortDatePattern","dd/MM/yyyy"
"it","ShortTimePattern","HH:mm"
"it","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"it","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"it","YearMonthPattern","MMMM yyyy"
"it-CH","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"it-CH","LongDatePattern","dddd, d MMMM yyyy"
"it-CH","LongTimePattern","HH:mm:ss"
"it-CH","MonthDayPattern","d MMMM"
"it-CH","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"it-CH","ShortDatePattern","dd.MM.yyyy"
"it-CH","ShortTimePattern","HH:mm"
"it-CH","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"it-CH","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"it-CH","YearMonthPattern","MMMM yyyy"
"it-IT","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"it-IT","LongDatePattern","dddd d MMMM yyyy"
"it-IT","LongTimePattern","HH:mm:ss"
"it-IT","MonthDayPattern","d MMMM"
"it-IT","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"it-IT","ShortDatePattern","dd/MM/yyyy"
"it-IT","ShortTimePattern","HH:mm"
"it-IT","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"it-IT","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
